_id,name,alias,approve,price,compare_price,collections,brand,sku,barcode,categories,publish,weight,tax,sort_order,inventory_management,inventory_management_level,inventory_quantity,inventory_allow_out_of_stock,inventory_low_stock_quantity,option_set,shipping_cost,isbn,hsn,sac,upc,product_tax_code,available,created_on,google_product_category,is_catalog,google_product_category,dimension_length,dimension_width,dimension_height,google_shopping_custom_label_0,google_shopping_custom_label_1,google_shopping_custom_label_2,google_shopping_custom_label_3,google_shopping_custom_label_4,related_products,min_limit_to_buy_this_product,max_limit_to_buy_this_product,gtin,mpn,country_of_origin,uom,catalog_only,rejected_reason,cities,zip_codes,location_availability_mode,is_master_catalog,tags,updated_on,option1_name,option1_value,option2_name,option2_value,option3_name,option3_value,tag,file1,file1_description,file2,file2_description,file3,file3_description,substore,seller,metafields_downloadable_link,attributes.Product Title
67aa17d6bd43ce002b969b79,Designing Destiny - ( English)-Hard Bound,designing-destiny-english-hard-bound,approved,600,600,,Heartfulness Education Trust,H0203132,,,1,,,0,automatic,product,458,,,,,,,,,0,1,MON FEB 10 2025 20:44:31,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Kamlesh D Patel,SAT JUN 21 2025 13:36:9,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17d3fc1f140024305734,Complete Works of Ramchandra(Babuji) Volume 6 ( English),complete-works-of-ramchandra-babuji-volume-6-english-,approved,300,300,,Heartfulness Education Trust,H0203131,,,1,,,0,automatic,product,480,,,,,,,,,0,1,MON FEB 10 2025 20:44:29,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Ram Chandra (Babuji),SAT JUN 21 2025 13:36:11,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17ce1939c1003ec0233b,Complete Works of Ramchandra(Babuji) Volume 5 ( English),complete-works-of-ramchandra-babuji-volume-5-english-,approved,300,300,,Heartfulness Education Trust,H0203129,,,1,,,0,automatic,product,472,,,,,,,,,0,1,MON FEB 10 2025 20:44:25,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Ram Chandra (Babuji),SAT JUN 21 2025 13:36:12,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17ccbd43ce002b969b46,Complete Works of Ramchandra(Babuji)Volume 4 ( English),complete-works-of-ramchandra-babuji-volume-4-english-,approved,300,300,,Heartfulness Education Trust,H0203128,,,1,,,0,automatic,product,471,,,,,,,,,0,1,MON FEB 10 2025 20:44:22,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Ram Chandra (Babuji),SAT JUN 21 2025 13:36:13,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17ca3bd9890024502b9c,Complete Works of Ramchandra(Babuji) Volume 3  ( English),complete-works-of-ramchandra-babuji-volume-3-english-,approved,300,300,,Heartfulness Education Trust,H0203127,,,1,,,0,automatic,product,453,,,,,,,,,0,1,MON FEB 10 2025 20:44:19,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Ram Chandra (Babuji),SAT JUN 21 2025 13:36:15,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17c7bd43ce002b969b34,Complete Works of Ramchandra(Babuji) Volume 2 ( English),complete-works-of-ramchandra-babuji-volume-2-english-,approved,300,300,,Heartfulness Education Trust,H0203126,,,1,,,0,automatic,product,120,,,,,,,,,0,1,MON FEB 10 2025 20:44:17,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Ram Chandra (Babuji),SAT JUN 21 2025 13:36:16,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17c41939c1003ec02300,Complete Works of Ramchandra(Babuji) Volume 1  ( English),complete-works-of-ramchandra-babuji-volume-1-english-,approved,300,300,,Heartfulness Education Trust,H0203125,,,1,,,0,automatic,product,337,,,,,,,,,0,1,MON FEB 10 2025 20:44:15,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Ram Chandra (Babuji),SAT JUN 21 2025 13:36:18,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17c2fc1f1400243056e4,Complete Works of Lalaji Volume 4- (English),complete-works-of-lalaji-volume-4-english-,approved,300,300,,Heartfulness Education Trust,H0203124,,,1,,,0,automatic,product,484,,,,,,,,,0,1,MON FEB 10 2025 20:44:12,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Ram Chandra (Lalaji),SAT JUN 21 2025 13:36:19,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17c0fc1f1400243056d3,Complete Works of Lalaji Volume 3- Special Edition (English),complete-works-of-lalaji-volume-3-special-edition-english-,approved,1000,1000,,Heartfulness Education Trust,H0203123,,,1,,,0,automatic,product,492,,,,,,,,,0,1,MON FEB 10 2025 20:44:10,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Ram Chandra (Lalaji),SAT JUN 21 2025 13:36:20,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17bd1939c1003ec022d7,Complete Works of Lalaji Volume 2-(English),complete-works-of-lalaji-volume-2-english-,approved,300,300,,Heartfulness Education Trust,H0203122,,,1,,,0,automatic,product,491,,,,,,,,,0,1,MON FEB 10 2025 20:44:7,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Ram Chandra (Lalaji),SAT JUN 21 2025 13:36:22,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17bbbf94da002b39331f,Cottage Wellness Mustard Oil Seed Cake fertilizer,cottage-wellness-mustard-oil-seed-cake-fertilizer,approved,125,125,grocery: organic-staples,Cottage Wellness,L0100061,,,1,,,0,automatic,product,100,,,,,,,,,0,1,MON FEB 10 2025 20:44:4,,,,,,,,,,,,,1,,,,,,,,,,default,,STOCKYPHI_OOS,SAT JUN 21 2025 13:36:23,,,,,,,,,,,,,,,mahibrala@hotmail.com,,
67aa17b81939c1003ec022c6,Cottage Wellness Groundnut Oil Seed Cake Fertilizer,cottage-wellness-groundnut-oil-seed-cake-fertilizer,approved,150,150,grocery: organic-staples,Cottage Wellness,L0100059,,,1,,,0,automatic,product,100,,,,,,,,,0,1,MON FEB 10 2025 20:44:2,,,,,,,,,,,,,1,,,,,,,,,,default,,STOCKYPHI_OOS,SAT JUN 21 2025 13:36:25,,,,,,,,,,,,,,,mahibrala@hotmail.com,,
67aa17b6fc1f1400243056b1,Cottage Wellness Coconut Oil Seed Cake Fertilizer,cottage-wellness-coconut-oil-seed-cake-fertilizer,approved,125,125,grocery: organic-staples,Cottage Wellness,L0100060,,,1,,,0,automatic,product,100,,,,,,,,,0,1,MON FEB 10 2025 20:44:0,,,,,,,,,,,,,1,,,,,,,,,,default,,STOCKYPHI_OOS,SAT JUN 21 2025 13:36:26,,,,,,,,,,,,,,,mahibrala@hotmail.com,,
67aa17b3bf94da002b3932f6,Commentary on Ten Maxims ( English),commentary-on-ten-maxims-english-,approved,150,150,,Heartfulness Education Trust,H0203121,,,1,,,0,automatic,product,470,,,,,,,,,0,1,MON FEB 10 2025 20:43:57,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Ram Chandra (Babuji),SAT JUN 21 2025 13:36:27,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17b0bf94da002b3932d9,Breath of Gold: Hari prasad Chaurasia ( English),breath-of-gold-hari-prasad-chaurasia-english-,approved,699,699,,Heartfulness Education Trust,H0203120,,,1,,,0,automatic,product,48,,,,,,,,,0,1,MON FEB 10 2025 20:43:55,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:36:29,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17ae3bd9890024502b01,As A Man Thinketh( (English),as-a-man-thinketh-english-,approved,100,100,,Heartfulness Education Trust,H0203119,,,1,,,0,automatic,product,54,,,,,,,,,0,1,MON FEB 10 2025 20:43:52,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:36:30,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17ac3bd9890024502af0,The Heartfulness Way(Bengali),the-heartfulness-way-bengali-,approved,250,250,,Heartfulness Education Trust,H0203118,,,1,,,0,automatic,product,79,,,,,,,,,0,1,MON FEB 10 2025 20:43:50,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Kamlesh D Patel,SAT JUN 21 2025 13:36:31,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17a9bd43ce002b969abb,Sahaj Marg Philosophy- (Bengali),sahaj-marg-philosophy-bengali-,approved,150,150,,Heartfulness Education Trust,H0203117,,,1,,,0,automatic,product,93,,,,,,,,,0,1,MON FEB 10 2025 20:43:48,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:36:33,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17a6fc1f140024305639,Designing Destiny(Bengali),designing-destiny-bengali-,approved,300,300,,Heartfulness Education Trust,H0203116,,,0,,,0,automatic,product,85,,,,,,,,,0,1,MON FEB 10 2025 20:43:45,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Kamlesh D Patel,SAT JUN 21 2025 13:36:34,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17a43bd9890024502acd,Reality at Dawn(Bengali),reality-at-dawn-bengali-,approved,70,70,,Heartfulness Education Trust,H0203115,,,0,,,0,automatic,product,78,,,,,,,,,0,1,MON FEB 10 2025 20:43:42,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Ram Chandra (Babuji),SAT JUN 21 2025 13:36:36,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa179fbf94da002b393264,Efficacy of Raja Yoga( Bengali),efficacy-of-raja-yoga-bengali-,approved,100,100,,Heartfulness Education Trust,H0203114,,,1,,,0,automatic,product,199,,,,,,,,,0,1,MON FEB 10 2025 20:43:37,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Ram Chandra (Babuji),SAT JUN 21 2025 13:32:10,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa179dbd43ce002b969a55,Commentary on Ten Maxims- Bengali,commentary-on-ten-maxims-bengali,approved,100,100,,Heartfulness Education Trust,H0203113,,,1,,,0,automatic,product,193,,,,,,,,,0,1,MON FEB 10 2025 20:43:34,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Ram Chandra (Babuji),SAT JUN 21 2025 13:32:11,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa179afc1f1400243055f0,Bhandara Message April 2024( (Tamil),bhandara-message-april-2024-tamil-,approved,50,50,,,H0203110,,,1,,,0,automatic,variant,491,1,,,,,,,,0,1,MON FEB 10 2025 20:43:32,,,,,,,,,,,,,1,,,,,,,,,,default,,,FRI JUN 13 2025 10:4:15,Language,Tamil,Bound,Soft Bound,Pack size,Pack of 1,,,,,,,,,sales.support@hfnlife.com,,
,,,,250,250,,,H0203111,,,,,,,automatic,,467,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Language,Tamil,Bound,Soft Bound,Pack size,Pack of 5,,,,,,,,,,,
,,,,500,500,,,H0203112,,,,,,,automatic,,170,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Language,Tamil,Bound,Soft Bound,Pack size,Pack of 10,,,,,,,,,,,
67aa1797fc1f1400243055d3,Mudra By Heartfulness( (English),mudra-by-heartfulness-english-,approved,750,1000,,Heartfulness Education Trust,H0203109,,,1,,,0,automatic,product,902,,,,,,,,,0,1,MON FEB 10 2025 20:43:29,,,,,,,,,,,,,1,,,,,,,,,,default,,"Format_Hard Bound,Format_Hard Bound / English,Language_English",SAT JUN 21 2025 13:32:15,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17973bd9890024502a68,Heartyculture Honey Amla Ras(30 Ml),heartyculture-honey-amla-ras-30-ml-,approved,250,250,grocery: organic-staples,Heartyculture,H0401357,,,1,,,0,none,,0,,,,,,,,,0,1,MON FEB 10 2025 20:43:27,,,,,,,,,,,,,1,,,,,,,,,,default,,"Heartyculture,STOCKYPHI_OOS",SAT JUN 21 2025 13:32:16,,,,,,,,,,,,,,,sales@heartyculture.com,,Natural Honey
67aa17943bd9890024502a51,Mi Maestro - Audio Book(Spanish),mi-maestro-audio-book-spanish-,approved,200,200,,Heartfulness Digital Store,H0203108,,,1,,,0,automatic,product,1000,,,,,,,,,0,1,MON FEB 10 2025 20:43:26,,,,,,,,,,,,,1,,,,,,,,,,default,,"Author_P Rajagopalachari (Chariji),chariji,Language_Spanish,Parthasarathi Rajagopalachari,STOCKYPHI_OOS",SAT JUN 21 2025 13:32:18,,,,,,,,,,,,,,,seller.support@hfnlife.com,,
67aa1791fc1f140024305594,HOPE 4 YUVA Workbook,hope-4-yuva-workbook,approved,500,500,,Heartfulness Education Trust,H0203107,,,1,,,0,automatic,product,481,,,,,,,,,0,1,MON FEB 10 2025 20:43:24,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:19,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa178ffc1f140024305577,Truth Eternal -Assamese,truth-eternal-assamese-1,approved,300,300,,Heartfulness Education Trust,H0502016,,,1,,,0,automatic,product,10,,,,,,,,,0,1,MON FEB 10 2025 20:43:21,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:20,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa178c3bd9890024502a12,Toward Infinity( Assamese),toward-infinity-assamese-,approved,150,150,,Heartfulness Education Trust,H0203106,,,1,,,0,automatic,product,92,,,,,,,,,0,1,MON FEB 10 2025 20:43:18,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:22,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa178abd43ce002b9699d1,Sahaj Marg (Basic)- Assamese,sahaj-marg-basic-assamese,approved,50,50,,Heartfulness Education Trust,H0203105,,,1,,,0,none,,0,,,,,,,,,0,1,MON FEB 10 2025 20:43:16,,,,,,,,,,,,,1,,,,,,,,,,default,,STOCKYPHI_OOS,SAT JUN 21 2025 13:32:23,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa1787bd43ce002b9699b9,Efficacy of Raja Yoga(Assamese),efficacy-of-raja-yoga-assamese-1,approved,150,150,,Heartfulness Education Trust,H0203104,,,1,,,0,automatic,product,92,,,,,,,,,0,1,MON FEB 10 2025 20:43:13,,,,,,,,,,,,,1,,,,,,,,,,default,,"Author_Ram Chandra (Babuji),Language_Assamese",SAT JUN 21 2025 13:32:24,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa1785bd43ce002b9699a8,Commentary on Ten Maxims- Assamese,commentary-on-ten-maxims-assamese,approved,150,150,,Heartfulness Education Trust,H0203103,,,1,,,0,automatic,product,92,,,,,,,,,0,1,MON FEB 10 2025 20:43:11,,,,,,,,,,,,,1,,,,,,,,,,default,,"Author_Ram Chandra (Babuji),Language_Assamese",SAT JUN 21 2025 13:32:26,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17821939c1003ec02171,Voice Real- Traditional Chinese,voice-real-traditional-chinese,approved,200,200,,Heartfulness Digital Store,H0203102,,,1,,,0,automatic,product,999,,,,,,,,,0,1,MON FEB 10 2025 20:43:8,,,,,,,,,,,,,1,,,,,,,,,,default,,"Digital Book,Format_Audio Books,Language_Chinese,Recommended for_Abhyasis,Recommended for_Intense Abhyasis",SAT JUN 21 2025 13:32:27,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa177fbf94da002b39317a,Voice Real-Simplified Chinese,voice-real-simplified-chinese,approved,200,200,,Heartfulness Digital Store,H0203101,,,1,,,0,automatic,product,635,,,,,,,,,0,1,MON FEB 10 2025 20:43:5,,,,,,,,,,,,,1,,,,,,,,,,default,,"Digital Book,Format_Audio Books,Language_Chinese",SAT JUN 21 2025 13:32:29,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa177bfc1f1400243054ea,Mudra by Heartfulness( (Hindi),mudra-by-heartfulness-hindi-,approved,750,1000,,Heartfulness Education Trust,H0203100,,,1,,,0,automatic,product,905,,,,,,,,,0,1,MON FEB 10 2025 20:43:2,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:30,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17791939c1003ec02126,"From Daaji, with Love( English)",from-daaji-with-love-english-,approved,400,400,,Heartfulness Education Trust,H0203099,,,1,,,0,automatic,product,644,,,,,,,,,,1,MON FEB 10 2025 20:42:59,,,,,,,,,,,,,,,,,,,,,,,default,,Author_Kamlesh D Patel,SAT JUN 21 2025 13:32:32,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa1776fc1f1400243054c4,THLC Grade 10 High School Grammar and Composition- Wren and Martin,thlc-grade-10-high-school-grammar-and-composition-wren-and-martin,pending,522,522,,,H0502015,,,0,,,0,automatic,product,100,,,,,,,,,0,1,MON FEB 10 2025 20:42:56,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:33,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa1773bd43ce002b96993a,THLC Grade 10 Vyakaran Sambodh,thlc-grade-10-vyakaran-sambodh,pending,504,504,,,H0502014,,,0,,,0,automatic,product,99,,,,,,,,,0,1,MON FEB 10 2025 20:42:54,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:34,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17703bd989002450296b,THLC Grade 10 IT- Text Book,thlc-grade-10-it-text-book,pending,558,558,,,H0502013,,,0,,,0,automatic,product,99,,,,,,,,,0,1,MON FEB 10 2025 20:42:51,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:36,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa176dbf94da002b3930de,THLC ITC- 100 Pgs Practical Record Book ( Qty - 3 ),thlc-itc-100-pgs-practical-record-book-qty-3-,pending,189,189,,,H0502012,,,0,,,0,automatic,product,298,,,,,,,,,0,1,MON FEB 10 2025 20:42:47,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:37,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa176a3bd9890024502926,THLC Grade 9 Secondary Mathematics (RS Aggarwal) CBSE,thlc-grade-9-secondary-mathematics-rs-aggarwal-cbse,pending,625,625,,,H0502011,,,0,,,0,automatic,product,1000,,,,,,,,,0,1,MON FEB 10 2025 20:42:45,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:39,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa1767fc1f14002430546e,THLC Grade 8 Pearson IIT Foundation Mathematics,thlc-grade-8-pearson-iit-foundation-mathematics,pending,611,611,,,H0502010,,,0,,,0,automatic,product,299,,,,,,,,,0,1,MON FEB 10 2025 20:42:42,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:40,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17643bd98900245028f4,THLC Grade 8 Cursor Computer Science,thlc-grade-8-cursor-computer-science,pending,440,440,,,H0502009,,,0,,,0,automatic,product,298,,,,,,,,,0,1,MON FEB 10 2025 20:42:39,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:41,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17619be7fd003ef82e0e,THLC Grade 7 Cursor Computer Science,thlc-grade-7-cursor-computer-science,pending,422,422,,,H0502008,,,0,,,0,automatic,product,98,,,,,,,,,0,1,MON FEB 10 2025 20:42:36,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:43,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa175f1939c1003ec02098,THLC Grade 7 Pearson IIT Foundation Mathematics,thlc-grade-7-pearson-iit-foundation-mathematics,pending,477,477,,,H0502007,,,0,,,0,automatic,product,100,,,,,,,,,0,1,MON FEB 10 2025 20:42:33,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:44,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa175cfc1f140024305428,THLC 229 Pgs 33x21 Note Book ( Qty 3 ),thlc-229-pgs-33x21-note-book-qty-3-,pending,311,311,,,H0502006,,,0,,,0,automatic,product,98,,,,,,,,,0,1,MON FEB 10 2025 20:42:30,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:46,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17593bd9890024502891,THLC ITC- 100 Pgs Practical Record Book ( Qty 1),thlc-itc-100-pgs-practical-record-book-qty-1-,pending,63,63,,,H0502005,,,0,,,0,automatic,product,297,,,,,,,,,,1,MON FEB 10 2025 20:42:28,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:47,,,,,,,,,,,,,,,sales@hfnlife.com,,
67aa1756fc1f140024305409,THLC Grade 6 Cursor Computer Science,thlc-grade-6-cursor-computer-science,pending,404,404,,,H0502004,,,0,,,0,automatic,product,98,,,,,,,,,0,1,MON FEB 10 2025 20:42:25,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:48,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17549be7fd003ef82daa,THLC Grade 6 Pearson IIT Foundation Mathematics,thlc-grade-6-pearson-iit-foundation-mathematics,pending,369,369,,,H0502003,,,0,,,0,automatic,product,100,,,,,,,,,0,1,MON FEB 10 2025 20:42:22,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:50,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa1751bd43ce002b9698a3,THLC Grade 5 Cursor Computer Science,thlc-grade-5-cursor-computer-science,pending,386,386,,,H0502002,,,0,,,0,automatic,product,94,,,,,,,,,0,1,MON FEB 10 2025 20:42:20,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:51,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa174fbf94da002b393024,THLC Grade 4 Cursor Computer Science,thlc-grade-4-cursor-computer-science,pending,350,350,,,H0502001,,,0,,,0,automatic,product,97,,,,,,,,,0,1,MON FEB 10 2025 20:42:17,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:53,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa174cbd43ce002b96986f,THLC Grade 3 Cursor Computer Science,thlc-grade-3-cursor-computer-science,pending,314,314,,,H0502000,,,0,,,0,automatic,product,96,,,,,,,,,0,1,MON FEB 10 2025 20:42:14,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:32:54,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa1749fc1f1400243053b5,Bhandara Message April 2024,bhandara-message-april-2024,approved,50,50,,,H0203090,,,1,,,0,automatic,variant,33,,,,,,,,,0,1,MON FEB 10 2025 20:42:12,,,,,,,,,,,,,1,,,,,,,,,,default,,,FRI JUN 13 2025 10:4:15,Language,English,Bound,Soft Bound,Pack size,Pack of 1,,,,,,,,,sales.support@hfnlife.com,,
,,,,250,250,,,H0203091,,,,,,,automatic,,91,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Language,English,Bound,Soft Bound,Pack size,Pack of 5,,,,,,,,,,,
,,,,500,500,,,H0203092,,,,,,,automatic,,100,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Language,English,Bound,Soft Bound,Pack size,Pack of 10,,,,,,,,,,,
,,,,50,50,,,H0203093,,,,,,,automatic,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Language,Hindi,Bound,Soft Bound,Pack size,Pack of 1,,,,,,,,,,,
,,,,250,250,,,H0203094,,,,,,,automatic,,95,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Language,Hindi,Bound,Soft Bound,Pack size,Pack of 5,,,,,,,,,,,
,,,,500,500,,,H0203095,,,,,,,automatic,,195,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Language,Hindi,Bound,Soft Bound,Pack size,Pack of 10,,,,,,,,,,,
,,,,50,50,,,H0203096,,,,,,,automatic,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Language,Telugu,Bound,Soft Bound,Pack size,Pack of 1,,,,,,,,,,,
,,,,250,250,,,H0203097,,,,,,,automatic,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Language,Telugu,Bound,Soft Bound,Pack size,Pack of 5,,,,,,,,,,,
,,,,500,500,,,H0203098,,,,,,,automatic,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Language,Telugu,Bound,Soft Bound,Pack size,Pack of 10,,,,,,,,,,,
67aa1745fc1f14002430538e,The Wisdom Bridge(Gujarati),the-wisdom-bridge-gujarati-1,approved,500,500,,Heartfulness Education Trust,H0203089,,,1,,,0,automatic,product,94,,,,,,,,,0,1,MON FEB 10 2025 20:42:8,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Kamlesh D Patel,SAT JUN 21 2025 13:33:1,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa17451939c1003ec01fbb,The Wisdom Bridge(Gujarati),the-wisdom-bridge-gujarati-,approved,500,500,,,H0203086,,,0,,,0,automatic,variant,0,,,,,,,,,0,0,MON FEB 10 2025 20:42:5,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Kamlesh D Patel,THUR JUN 12 2025 17:36:55,Language,Kannada,Bound,Hard Bound,,,,,,,,,,,sales.support@hfnlife.com,,
,,,,500,500,,,H0203088,,,,,,,automatic,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Language,Guajrati,Bound,Hard Bound,,,,,,,,,,,,,
67aa1742fc1f140024305365,The Eternal Eye-( Kannada),the-eternal-eye-kannada-,approved,250,250,,Heartfulness Education Trust,H0203087,,,1,,,0,automatic,product,487,,,,,,,,,,1,MON FEB 10 2025 20:42:4,,,,,,,,,,,,,,,,,,,,,,,default,,,SAT JUN 21 2025 13:33:4,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa173fbf94da002b392ec2,Anger to Love- (Hindi),anger-to-love-hindi-,approved,450,450,,Heartfulness Education Trust,H0203085,,,1,,,0,automatic,product,731,,,,,,,,,0,1,MON FEB 10 2025 20:42:1,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:33:5,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa173cfc1f14002430532e,The Authentic Yoga- Marathi,the-authentic-yoga-marathi,approved,750,750,,Heartfulness Education Trust,H0203084,,,1,,,0,automatic,product,188,,,,,,,,,0,1,MON FEB 10 2025 20:41:58,,,,,,,,,,,,,1,,,,,,,,,,default,,,SAT JUN 21 2025 13:33:7,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
67aa1738fc1f140024305318,Complete Works of Ram Chandra(Babuji) â€“ Volume 3( (Malayalam)),complete-works-of-ram-chandra-babuji-volume-3-malayalam-1,approved,300,300,,Heartfulness Education Trust,H0203083,,,1,,,0,automatic,product,2,,,,,,,,,0,1,MON FEB 10 2025 20:41:55,,,,,,,,,,,,,1,,,,,,,,,,default,,Author_Ram Chandra (Babuji),SAT JUN 21 2025 13:33:8,,,,,,,,,,,,,,,sales.support@hfnlife.com,,
